Path,Area,Token,Count
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\DropDown.razor,BaseLib,text-slate-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\Numeric.razor,BaseLib,text-slate-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\Password.razor,BaseLib,text-slate-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\TextArea.razor,BaseLib,text-slate-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\TextBox.razor,BaseLib,text-slate-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,BaseLib,text-slate-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Typography\TextBlock.razor,BaseLib,text-slate-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\DropDown.razor,LegacyComponents,text-slate-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Numeric.razor,LegacyComponents,text-slate-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Password.razor,LegacyComponents,text-slate-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\TextArea.razor,LegacyComponents,text-slate-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\TextBlock.razor,LegacyComponents,text-slate-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\TextBox.razor,LegacyComponents,text-slate-800,1
C:\repositories\CanDoItAll\Tailwind\controls\buttons.css,Tailwind,text-slate-900,1
C:\repositories\CanDoItAll\Tailwind\navigation\workbench-shell.css,Tailwind,text-slate-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Activity\Pages\ActivityPage.razor,Modules,text-slate-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Automation\Pages\AutomationPage.razor,Modules,text-slate-900,1
C:\repositories\CanDoItAll\Tailwind\layout\stats.css,Tailwind,text-slate-950,1
C:\repositories\CanDoItAll\Tailwind\navigation\page-header.css,Tailwind,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\Compatibility\SheetCardHeading.razor,BaseLib,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\SectionCard.razor,BaseLib,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\SummaryTile.razor,BaseLib,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\EmptyState.razor,BaseLib,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\LoadingState.razor,BaseLib,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\FormSection.razor,BaseLib,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\ListPanelHeader.razor,BaseLib,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\SelectionListItem.razor,BaseLib,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Modals\Dialog.razor,BaseLib,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,BaseLib,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Typography\SectionHeading.razor,BaseLib,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Typography\TextBlock.razor,BaseLib,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarCrudBridge.razor,CanvasLib,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarEventEditorModal.razor,CanvasLib,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarExportMenu.razor,CanvasLib,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarMiniMonthNavigator.razor,CanvasLib,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarTimeGridRenderer.razor,CanvasLib,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Activity\Pages\ActivityPage.razor,Modules,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Resources\Pages\ResourcesPage.razor,Modules,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.TestLab\Pages\TestLabPage.razor,Modules,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workspace\Pages\Components\ProjectStructureAgentSettingsPanel.razor,Modules,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Web\Components\Layout\MainLayout.razor,WebApp,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Web\Components\Pages\Home.razor,WebApp,text-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Badge.razor,BaseLib,text-violet-700,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\StatusBadge.razor,BaseLib,text-violet-700,1
C:\repositories\CanDoItAll\Tailwind\navigation\tabs.css,Tailwind,text-white,1
C:\repositories\CanDoItAll\Tailwind\surfaces\overlays.css,Tailwind,text-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Compatibility\ImmersiveRibbonTabs.razor,BaseLib,text-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\RibbonTabs.razor,BaseLib,text-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,BaseLib,text-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarEventEditorModal.razor,CanvasLib,text-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarMiniMonthNavigator.razor,CanvasLib,text-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarTimeGridRenderer.razor,CanvasLib,text-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\ProjectCalendarPage.razor,Modules,text-white,1
C:\repositories\CanDoItAll\tests\CanDoItAll.Tests.Playwright\AppSmokeTests.cs,Tests,text-white,1
