Inventory Id,Category,Project,Relative Path,Absolute Path,Line,Current Match,Current Token,Token Kind,Current State,Decision,Proposed Material Icon,Migration Status,Owner Subbundle,Validation Notes
ICON-172,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,26,"new() { ActionId = ""test"", Label = ""Test"", MenuLabel = ""Test"", Description = ""Open test planning and evidence flows."", Icon = ""test"", Tone = ""warn"" },",test,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,science,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-173,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,27,"new() { ActionId = ""delete"", Label = ""Delete"", MenuLabel = ""Delete"", Description = ""Delete this node, with confirmation when the impact is not trivial."", Icon = ""delete"", Tone = ""danger"" }",delete,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,delete,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-174,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,38,"Icon = ""flow"",",flow,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,account_tree,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-175,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,51,"Icon = ""transcript"",",transcript,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,closed_caption,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-176,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,64,"Icon = ""ai"",",ai,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,smart_toy,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-177,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,68,"new CanvasWorkbenchAction { ActionId = ""transcript:summarize"", Label = ""Summarize"", MenuLabel = ""Summarize"", Description = ""Summarize this transcript with a selected provider."", Icon = ""summary"", Tone = ""accent"", MenuSize = ""compact"" },",summary,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,pie_chart,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-178,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,69,"new CanvasWorkbenchAction { ActionId = ""transcript:find-my-tasks"", Label = ""Find my tasks"", MenuLabel = ""My tasks"", Description = ""Extract work assigned to you from this transcript."", Icon = ""task"", Tone = ""warn"", MenuSize = ""compact"" },",task,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,task,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-179,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,70,"new CanvasWorkbenchAction { ActionId = ""transcript:find-others-deliveries"", Label = ""Find others delivery to me"", MenuLabel = ""Others to me"", Description = ""Extract promised deliveries coming back to you."", Icon = ""deliver"", Tone = ""sky"", MenuSize = ""compact"" }",deliver,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,local_shipping,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-180,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,84,"new CanvasWorkbenchAction { ActionId = ""branch"", Label = ""Branch"", MenuLabel = ""Branch"", Description = ""Create a prompt follow-up from this step."", Icon = ""fork"", Tone = ""accent"" },",fork,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,call_split,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-181,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,85,"new CanvasWorkbenchAction { ActionId = ""mark-used"", Label = ""Used"", MenuLabel = ""Used"", Description = ""Mark this prompt step as consumed."", Icon = ""use"", Tone = ""mint"" },",use,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,done_all,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-182,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,86,"new CanvasWorkbenchAction { ActionId = ""skip"", Label = ""Skip"", MenuLabel = ""Skip"", Description = ""Skip the selected prompt step."", Icon = ""skip"", Tone = ""warn"" }",skip,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,skip_next,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-183,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,103,"Icon = ""frame"",",frame,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,crop_square,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-184,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,112,"Icon = ""clear"",",clear,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,clear,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-185,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,201,"Icon = ""open"",",open,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,open_in_new,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-186,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,210,"Icon = ""summary"",",summary,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,pie_chart,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-187,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,219,"Icon = ""link"",",link,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,link,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-188,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,235,"Icon = ""open"",",open,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,open_in_new,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-189,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,248,"Icon = ""fork"",",fork,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,call_split,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-190,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,261,"Icon = ""relink"",",relink,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,sync_alt,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-191,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,281,"Icon = ""progress"",",progress,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,trending_up,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-192,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,297,"Icon = ""progress-0"",",progress-0,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,radio_button_unchecked,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-193,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,307,"Icon = ""progress-started"",",progress-started,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,play_arrow,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-194,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,321,"Icon = $""progress-{percent}"",",,none,Token source or pass-through icon assignment needs mapping review.,Mapped,Dynamic material mapping,Completed,"05 Workbench, canvas, and closure validation",Expression-based icon source now renders through the shared Material icon component.
ICON-195,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,333,"Icon = ""progress-na"",",progress-na,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,remove_circle_outline,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-196,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,348,"Icon = ""marker"",",marker,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,bookmark,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-197,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,353,"new() { ActionId = ""marker:none"", Label = ""Clear"", MenuLabel = ""Clear"", Description = ""Remove the current marker."", Icon = ""marker-none"", Tone = ""ghost"", MenuSize = ""compact"" },",marker-none,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,bookmark_border,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-198,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,354,"new() { ActionId = ""marker:question"", Label = ""Question"", MenuLabel = ""Ask"", Description = ""Mark this node as an open question."", Icon = ""marker-question"", Tone = ""sky"", MenuSize = ""compact"" },",marker-question,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,help,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-199,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,355,"new() { ActionId = ""marker:alert"", Label = ""Alert"", MenuLabel = ""Warn"", Description = ""Mark this node as needing attention."", Icon = ""marker-alert"", Tone = ""danger"", MenuSize = ""compact"" },",marker-alert,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,warning,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-200,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,356,"new() { ActionId = ""marker:thumbs-up"", Label = ""Approved"", MenuLabel = ""Good"", Description = ""Mark this node as looking good."", Icon = ""marker-thumbs-up"", Tone = ""mint"", MenuSize = ""compact"" },",marker-thumbs-up,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,thumb_up,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-201,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,357,"new() { ActionId = ""marker:thumbs-down"", Label = ""Rejected"", MenuLabel = ""Bad"", Description = ""Mark this node as needing a rework or rejection."", Icon = ""marker-thumbs-down"", Tone = ""danger"", MenuSize = ""compact"" },",marker-thumbs-down,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,thumb_down,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-202,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,358,"new() { ActionId = ""marker:pause"", Label = ""Paused"", MenuLabel = ""Pause"", Description = ""Mark this node as paused."", Icon = ""marker-pause"", Tone = ""warn"", MenuSize = ""compact"" },",marker-pause,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,pause_circle,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-203,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,359,"new() { ActionId = ""marker:stop"", Label = ""Stopped"", MenuLabel = ""Stop"", Description = ""Mark this node as stopped."", Icon = ""marker-stop"", Tone = ""primary"", MenuSize = ""compact"" },",marker-stop,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,stop_circle,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-204,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,360,"new() { ActionId = ""marker:money"", Label = ""Budget"", MenuLabel = ""Money"", Description = ""Mark this node with a budget or finance note."", Icon = ""marker-money"", Tone = ""mint"", MenuSize = ""compact"" },",marker-money,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,payments,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-205,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,361,"new() { ActionId = ""marker:car"", Label = ""Transport"", MenuLabel = ""Drive"", Description = ""Mark this node with a transport or logistics note."", Icon = ""marker-car"", Tone = ""sky"", MenuSize = ""compact"" },",marker-car,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,directions_car,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-206,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,362,"new() { ActionId = ""marker:idea"", Label = ""Idea"", MenuLabel = ""Idea"", Description = ""Mark this node as an idea worth keeping visible."", Icon = ""marker-idea"", Tone = ""accent"", MenuSize = ""compact"" },",marker-idea,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,lightbulb,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-207,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,363,"new() { ActionId = ""marker:risk"", Label = ""Risk"", MenuLabel = ""Risk"", Description = ""Mark this node as a risk or blocker."", Icon = ""marker-risk"", Tone = ""danger"", MenuSize = ""compact"" }",marker-risk,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,report_problem,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-208,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,374,"Icon = ""priority"",",priority,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,priority_high,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-209,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,379,"new() { ActionId = ""priority:0"", Label = ""0"", MenuLabel = ""0"", Description = ""Clear the priority badge."", Icon = ""priority-0"", Tone = ""ghost"", MenuSize = ""compact"" },",priority-0,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,remove_circle_outline,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-210,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,380,"new() { ActionId = ""priority:1"", Label = ""1"", MenuLabel = ""1"", Description = ""Set the highest priority marker."", Icon = ""priority-1"", Tone = ""danger"", MenuSize = ""compact"" },",priority-1,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,looks_one,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-211,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,381,"new() { ActionId = ""priority:2"", Label = ""2"", MenuLabel = ""2"", Description = ""Set priority 2."", Icon = ""priority-2"", Tone = ""warn"", MenuSize = ""compact"" },",priority-2,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,looks_two,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-212,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,382,"new() { ActionId = ""priority:3"", Label = ""3"", MenuLabel = ""3"", Description = ""Set priority 3."", Icon = ""priority-3"", Tone = ""accent"", MenuSize = ""compact"" },",priority-3,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,looks_3,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-213,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,383,"new() { ActionId = ""priority:4"", Label = ""4"", MenuLabel = ""4"", Description = ""Set priority 4."", Icon = ""priority-4"", Tone = ""sky"", MenuSize = ""compact"" },",priority-4,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,looks_4,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-214,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,384,"new() { ActionId = ""priority:5"", Label = ""5"", MenuLabel = ""5"", Description = ""Set priority 5."", Icon = ""priority-5"", Tone = ""mint"", MenuSize = ""compact"" },",priority-5,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,looks_5,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-215,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureActionCatalogAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureActionCatalogAdapter.cs,385,"new() { ActionId = ""priority:6"", Label = ""6"", MenuLabel = ""6"", Description = ""Set priority 6."", Icon = ""priority-6"", Tone = ""primary"", MenuSize = ""compact"" }",priority-6,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,looks_6,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-216,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureGraphAdapter.cs,130,"Icon = node.VisualProfile.Icon,",,none,Token source or pass-through icon assignment needs mapping review.,Mapped,Dynamic material mapping,Completed,"05 Workbench, canvas, and closure validation",Expression-based icon source now renders through the shared Material icon component.
ICON-217,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureValidationOverlay.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureValidationOverlay.cs,21,"Icon = ""QA"",",QA,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,fact_check,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-218,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureValidationOverlay.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureValidationOverlay.cs,34,"Icon = ""QA"",",QA,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,fact_check,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
